Time (msec),A/F Correction #1 (%),A/F Correction #3 (32-bit ECU) (%),A/F Sensor #1 (AFR),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Exhaust VVT Advance Angle Left (degrees),Exhaust VVT Advance Angle Right (degrees),IAM (multiplier),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Learned Ignition Timing (degrees),Manifold Relative Pressure (Corrected) (bar),Mass Airflow (g/s),Throttle Opening Angle (%),Vehicle Speed (kph)
52775,0.00,0.00,14.70,0.37,874,0.00,0.00,0.6875,18.00,2.05,0.00,0.00,0.00,-0.600,5.38,6.27,6
52837,0.00,0.00,14.70,0.37,884,0.00,0.00,0.6875,18.00,2.08,0.00,0.00,0.00,-0.600,5.41,6.27,6
52900,0.00,0.00,14.70,0.37,888,0.00,0.00,0.6875,18.00,2.08,0.00,0.00,0.00,-0.600,5.41,6.27,6
52978,0.00,0.00,14.70,0.34,900,0.00,0.00,0.6875,18.00,2.11,0.00,0.00,0.00,-0.600,5.45,6.27,7
53031,0.00,0.00,14.70,0.34,897,0.00,0.00,0.6875,18.00,2.10,0.00,0.00,0.00,-0.610,5.45,6.27,7
53109,0.00,0.00,14.70,0.34,898,0.00,0.00,0.6875,18.00,2.11,0.00,0.00,0.00,-0.610,5.45,5.88,7
53172,0.00,0.00,14.70,0.37,893,1.00,0.00,0.6875,18.00,1.91,0.00,0.00,0.00,-0.610,5.41,5.88,7
53244,0.00,0.00,14.70,0.36,895,0.00,0.00,0.6875,18.00,1.91,0.00,0.00,0.00,-0.610,5.25,5.88,7
53311,0.00,0.00,14.70,0.36,885,1.00,0.00,0.6875,18.00,1.89,0.00,0.00,0.00,-0.610,5.25,5.88,7
53373,0.00,0.00,14.70,0.37,881,0.00,0.00,0.6875,18.00,1.88,0.00,0.00,0.00,-0.610,5.31,5.88,7
53436,0.00,0.00,14.70,0.36,874,0.00,0.00,0.6875,18.00,1.87,0.00,0.00,0.00,-0.610,5.31,5.88,7
53498,0.00,0.00,14.70,0.37,871,0.00,0.00,0.6875,18.00,1.86,0.00,0.00,0.00,-0.610,5.35,5.88,7
53577,0.00,0.00,14.70,0.38,864,0.00,0.00,0.6875,18.00,1.84,0.00,0.00,0.00,-0.610,5.41,5.88,7
53639,0.00,0.00,14.70,0.38,848,0.00,0.00,0.6875,18.00,1.81,0.00,0.00,0.00,-0.610,5.35,5.88,7
53702,0.00,0.00,14.70,0.38,839,0.00,0.00,0.6875,18.00,1.79,0.00,0.00,0.00,-0.610,5.35,5.88,6
53780,0.00,0.00,14.70,0.39,828,0.00,0.00,0.6875,18.00,1.94,0.00,0.00,0.00,-0.610,5.35,6.27,6
53842,0.00,0.00,14.70,0.40,826,0.00,0.00,0.6875,18.00,1.94,0.00,0.00,0.00,-0.610,5.45,6.27,6
53905,0.00,0.00,14.70,0.39,818,0.00,0.00,0.6875,18.00,1.92,0.00,0.00,0.00,-0.610,5.41,6.27,6
53983,0.00,0.00,14.70,0.40,817,0.00,0.00,0.6875,18.00,1.92,0.00,0.00,0.00,-0.610,5.48,5.88,6
54042,0.00,0.00,14.70,0.41,808,0.00,0.00,0.6875,18.00,1.90,0.00,0.00,0.00,-0.610,5.48,5.88,5
54121,0.00,0.00,14.70,0.40,820,0.00,0.00,0.6875,18.00,1.92,0.00,0.00,0.00,-0.600,5.45,5.88,5
54183,0.00,0.00,14.70,0.40,824,0.00,0.00,0.6875,18.00,1.93,0.00,0.00,0.00,-0.600,5.45,5.88,5
54246,0.00,0.00,14.70,0.40,824,0.00,0.00,0.6875,18.00,1.93,0.00,0.00,0.00,-0.600,5.41,5.88,5
54308,0.00,0.00,14.70,0.39,826,0.00,0.00,0.6875,18.00,1.94,0.00,0.00,0.00,-0.600,5.41,5.88,5
54371,0.00,0.00,14.70,0.39,834,0.00,0.00,0.6875,18.00,1.96,0.00,0.00,0.00,-0.600,5.41,5.88,5
54449,0.00,0.00,14.70,0.39,832,0.00,0.00,0.6875,18.00,1.95,0.00,0.00,0.00,-0.600,5.41,5.88,5
54511,0.00,0.00,14.70,0.39,824,0.00,0.00,0.6875,18.00,1.93,0.00,0.00,0.00,-0.600,5.41,5.88,5
54574,0.00,0.00,14.70,0.39,822,0.00,0.00,0.6875,18.00,1.93,0.00,0.00,0.00,-0.600,5.35,5.88,5
54652,0.00,0.00,14.70,0.39,822,0.00,0.00,0.6875,18.00,1.93,0.00,0.00,0.00,-0.600,5.35,5.88,5
54714,0.00,0.00,14.70,0.39,817,0.00,0.00,0.6875,18.00,1.92,0.00,0.00,0.00,-0.600,5.35,5.88,5
54777,0.00,0.00,14.70,0.39,811,0.00,0.00,0.6875,18.00,1.90,0.00,0.00,0.00,-0.600,5.28,5.88,5
54839,0.00,0.00,14.70,0.39,810,0.00,0.00,0.6875,18.00,1.90,0.00,0.00,0.00,-0.600,5.31,5.88,4
54918,0.00,0.00,14.70,0.40,818,0.00,0.00,0.6875,18.00,1.92,0.00,0.00,0.00,-0.600,5.31,5.88,4
54980,0.00,0.00,14.70,0.39,821,0.00,0.00,0.6875,18.00,1.93,0.00,0.00,0.00,-0.600,5.31,5.88,4
55058,0.00,0.00,14.70,0.39,824,0.00,0.00,0.6875,18.00,1.93,0.00,0.00,0.00,-0.600,5.31,5.88,4
55121,0.00,0.00,14.70,0.39,827,0.00,0.00,0.6875,18.00,1.94,0.00,0.00,0.00,-0.600,5.35,5.88,4
55183,0.00,0.00,14.70,0.39,823,0.00,0.00,0.6875,18.00,1.93,0.00,0.00,0.00,-0.600,5.35,5.88,4
55246,0.00,0.00,14.70,0.39,826,0.00,0.00,0.6875,18.00,1.94,0.00,0.00,0.00,-0.600,5.35,5.88,4
55308,0.00,0.00,14.70,0.39,815,0.00,0.00,0.6875,18.00,1.91,0.00,0.00,0.00,-0.600,5.31,5.88,4
55386,0.00,0.00,14.70,0.39,806,0.00,0.00,0.6875,18.00,1.89,0.00,0.00,0.00,-0.600,5.28,5.88,3
55449,0.00,0.00,14.70,0.40,799,0.00,0.00,0.6875,18.00,1.87,0.00,0.00,0.00,-0.600,5.35,5.88,3
55511,0.00,0.00,14.70,0.40,790,0.00,0.00,0.6875,18.00,1.85,0.00,0.00,0.00,-0.600,5.28,5.88,3
55589,0.00,0.00,14.70,0.40,792,0.00,0.00,0.6875,18.00,1.86,0.00,0.00,0.00,-0.600,5.28,5.88,3
55652,0.00,0.00,14.70,0.40,801,0.00,0.00,0.6875,18.00,1.88,0.00,0.00,0.00,-0.600,5.28,5.88,3
55714,0.00,0.00,14.70,0.40,807,0.00,0.00,0.6875,18.00,1.89,0.00,0.00,0.00,-0.600,5.31,5.88,3
55777,0.00,0.00,14.70,0.40,802,0.00,0.00,0.6875,18.00,1.88,0.00,0.00,0.00,-0.600,5.28,5.88,3
55855,0.00,0.00,14.70,0.39,804,0.00,0.00,0.6875,18.00,1.89,0.00,0.00,0.00,-0.600,5.25,5.88,3
55917,0.00,0.00,14.70,0.39,807,0.00,0.00,0.6875,18.00,1.89,0.00,0.00,0.00,-0.590,5.21,5.88,3
55980,0.00,0.00,14.70,0.39,800,0.00,0.00,0.6875,18.00,1.88,0.00,0.00,0.00,-0.590,5.25,5.88,3
56058,0.00,0.00,14.70,0.39,802,0.00,0.00,0.6875,18.00,1.88,0.00,0.00,0.00,-0.590,5.28,5.88,3
56121,0.00,0.00,14.70,0.39,800,0.00,0.00,0.6875,18.00,1.88,0.00,0.00,0.00,-0.590,5.25,5.88,3
56183,0.00,0.00,14.70,0.40,795,0.00,0.00,0.6875,18.00,1.87,0.00,0.00,0.00,-0.590,5.28,5.88,4
56261,0.00,0.00,14.70,0.40,798,0.00,0.00,0.6875,18.00,1.87,0.00,0.00,0.00,-0.590,5.28,5.88,4
56328,0.00,0.00,14.70,0.40,792,0.00,0.00,0.6875,18.00,1.86,0.00,0.00,0.00,-0.590,5.25,5.88,4
56388,0.00,0.00,14.70,0.40,793,0.00,0.00,0.6875,18.00,1.86,0.00,0.00,0.00,-0.590,5.25,5.88,4
56450,0.00,0.00,14.70,0.40,801,0.00,0.00,0.6875,18.00,1.88,0.00,0.00,0.00,-0.590,5.35,5.88,4
56513,0.00,0.00,14.70,0.40,800,0.00,0.00,0.6875,18.00,1.88,0.00,0.00,0.00,-0.590,5.31,5.88,4
56591,0.00,0.00,14.70,0.40,792,0.00,0.00,0.6875,18.00,1.86,0.00,0.00,0.00,-0.590,5.35,5.88,4
56653,0.00,0.00,14.70,0.39,796,0.00,0.00,0.6875,18.00,1.87,0.00,0.00,0.00,-0.590,5.28,5.88,4
56716,0.00,0.00,14.70,0.40,788,0.00,0.00,0.6875,18.00,1.85,0.00,0.00,0.00,-0.590,5.28,5.88,4
56794,0.00,0.00,14.70,0.40,792,0.00,0.00,0.6875,18.00,1.86,0.00,0.00,0.00,-0.590,5.31,5.88,4
56856,0.00,0.00,14.70,0.40,800,0.00,0.00,0.6875,18.00,1.88,0.00,0.00,0.00,-0.590,5.28,5.88,5
56919,0.00,0.00,14.70,0.40,805,0.00,0.00,0.6875,18.00,1.89,0.00,0.00,0.00,-0.590,5.28,5.88,5
56981,0.00,0.00,14.70,0.40,811,0.00,0.00,0.6875,18.00,1.90,0.00,0.00,0.00,-0.590,5.35,5.88,5
57060,0.00,0.00,14.70,0.40,814,0.00,0.00,0.6875,18.00,1.91,0.00,0.00,0.00,-0.590,5.35,5.88,5
57122,0.00,0.00,14.70,0.39,816,0.00,0.00,0.6875,18.00,1.92,0.00,0.00,0.00,-0.590,5.35,5.88,5
57184,0.00,0.00,14.70,0.40,803,0.00,0.00,0.6875,18.00,1.88,0.00,0.00,0.00,-0.600,5.38,5.88,5
57263,0.00,0.00,14.70,0.40,806,0.00,0.00,0.6875,18.00,1.89,0.00,0.00,0.00,-0.600,5.41,5.88,5
57325,0.00,0.00,14.70,0.40,797,0.00,0.00,0.6875,18.00,1.87,0.00,0.00,0.00,-0.600,5.41,6.27,5
57403,0.00,0.00,14.70,0.40,797,0.00,0.00,0.6875,18.00,1.87,0.00,0.00,0.00,-0.590,5.41,6.27,6
57450,0.00,0.00,14.70,0.41,793,0.00,0.00,0.6875,18.00,1.86,0.00,0.00,0.00,-0.590,5.48,6.27,6
57528,0.00,0.00,14.70,0.41,804,0.00,0.00,0.6875,18.00,1.89,0.00,0.00,0.00,-0.590,5.41,6.27,6
57591,0.00,0.00,14.70,0.41,813,0.00,0.00,0.6875,18.00,1.91,0.00,0.00,0.00,-0.590,5.48,6.27,6
57653,0.00,0.00,14.70,0.40,830,0.00,0.00,0.6875,18.00,1.95,0.00,0.00,0.00,-0.590,5.48,6.27,6
57731,0.00,0.00,14.70,0.39,842,0.00,0.00,0.6875,18.00,1.97,0.00,0.00,0.00,-0.590,5.51,5.88,6
57794,0.00,0.00,14.70,0.38,859,0.00,0.00,0.6875,18.00,2.02,0.00,0.00,0.00,-0.590,5.41,5.88,6
57856,0.00,0.00,14.70,0.37,865,0.00,0.00,0.6875,18.00,2.03,0.00,0.00,0.00,-0.600,5.38,5.88,6
57934,0.00,0.00,14.70,0.37,864,0.00,0.00,0.6875,18.00,2.03,0.00,0.00,0.00,-0.600,5.31,5.88,6
57997,0.00,0.00,14.70,0.37,852,0.00,0.00,0.6875,18.00,2.00,0.00,0.00,0.00,-0.600,5.25,5.88,6
58060,0.00,0.00,14.70,0.37,846,0.00,0.00,0.6875,18.00,1.99,0.00,0.00,0.00,-0.600,5.31,5.88,6
58138,0.00,0.00,14.70,0.38,841,0.00,0.00,0.6875,18.00,1.97,0.00,0.00,0.00,-0.600,5.38,6.27,6
58200,0.00,0.00,14.70,0.38,846,0.00,0.00,0.6875,18.00,1.99,0.00,0.00,0.00,-0.610,5.41,6.27,7
58263,0.00,0.00,14.70,0.39,840,0.00,0.00,0.6875,18.00,1.97,0.00,0.00,0.00,-0.610,5.48,6.27,7
58325,0.00,0.00,14.70,0.43,846,0.00,0.00,0.6875,18.00,1.98,0.00,0.00,0.00,-0.600,5.61,7.84,7
58403,0.00,0.00,14.70,0.49,856,0.00,0.00,0.6875,20.00,2.19,0.00,0.00,0.00,-0.600,7.05,8.63,7
58467,0.00,0.00,14.70,0.57,863,0.00,0.00,0.6875,22.00,2.58,0.00,0.00,0.00,-0.580,8.39,9.02,7
58530,0.00,0.00,14.70,0.63,890,1.00,0.00,0.6875,24.00,2.85,0.00,0.00,0.00,-0.550,9.06,10.20,7
58608,0.00,0.00,14.70,0.72,939,1.00,1.00,0.6875,25.50,3.40,0.00,0.00,0.50,-0.530,10.44,12.16,7
58670,0.00,0.00,14.70,0.86,998,1.00,1.00,0.6875,27.50,5.11,0.00,0.00,1.50,-0.470,14.78,14.51,7
58733,0.00,0.00,14.70,0.96,1114,1.00,1.00,0.6875,28.50,5.70,0.00,0.00,3.00,-0.370,18.43,18.82,7
58795,0.00,0.00,14.70,1.20,1204,1.00,1.00,0.6875,28.00,7.19,0.00,0.00,5.00,-0.300,24.88,23.14,7
58858,0.00,0.00,14.70,1.42,1364,2.00,1.00,0.6875,27.00,9.60,0.00,0.00,4.50,-0.170,33.81,47.84,7
58936,0.00,0.00,14.70,1.15,1607,2.00,2.00,0.6875,24.00,11.31,0.00,0.00,6.00,-0.040,31.91,85.10,7
59004,0.00,0.00,14.70,1.12,1798,3.00,4.00,0.6875,25.50,12.28,1.00,0.00,6.00,-0.030,33.69,81.57,7
59071,0.00,0.00,14.70,1.10,1924,5.00,6.00,0.6875,27.50,13.14,2.00,1.00,5.00,-0.020,36.33,75.29,8
59133,0.00,0.00,14.70,1.15,2044,9.00,8.00,0.6875,29.00,12.64,2.00,2.00,4.50,-0.020,38.43,61.18,8
59196,0.00,0.00,14.70,1.18,2100,12.00,11.00,0.6875,28.50,12.99,3.00,3.00,5.00,-0.020,40.49,50.20,9
59274,0.00,0.00,14.70,1.19,2122,14.00,13.00,0.6875,28.00,13.13,3.00,3.00,5.00,-0.020,42.64,45.49,9
59336,0.00,0.00,14.70,1.20,2165,16.00,14.00,0.6875,27.50,13.39,4.00,5.00,5.50,-0.010,42.92,41.96,10
59399,0.00,0.00,14.70,1.21,2184,17.00,16.00,0.6875,27.00,13.51,5.00,5.00,5.50,-0.010,44.43,38.43,11
59462,0.00,0.00,14.70,1.24,2210,18.00,16.00,0.6875,27.00,13.20,6.00,6.00,5.50,-0.010,45.66,36.47,12
59540,0.00,0.00,14.70,1.21,2242,19.00,17.00,0.6875,26.50,13.87,6.00,7.00,6.00,-0.010,45.66,34.51,13
59602,0.00,0.00,14.70,1.26,2281,19.00,17.00,0.6875,27.00,13.63,7.00,8.00,6.00,-0.010,47.23,33.73,13
59665,0.00,0.00,14.70,1.28,2273,19.00,17.00,0.6875,26.50,14.06,8.00,9.00,6.00,-0.010,48.76,33.33,14
59743,0.00,0.00,14.70,1.25,2329,19.00,18.00,0.6875,26.50,14.41,9.00,9.00,6.00,0.000,49.21,32.55,15
59805,0.00,0.00,14.70,1.24,2353,19.00,18.00,0.6875,27.00,14.56,10.00,9.00,6.00,0.000,48.91,30.59,16
59868,0.00,0.00,14.70,1.26,2404,19.00,18.00,0.6875,27.50,14.36,10.00,10.00,6.00,-0.020,50.43,29.80,16
59930,0.00,0.00,14.70,1.30,2410,19.00,19.00,0.6875,27.50,14.39,11.00,11.00,6.00,-0.020,51.65,30.59,17
60008,0.00,0.00,14.70,1.23,2406,19.00,19.00,0.6875,27.00,14.89,12.00,11.00,6.00,0.000,50.89,29.41,18
60071,0.00,0.00,14.70,1.40,2439,19.00,19.00,0.6875,27.50,16.13,12.00,12.00,6.00,-0.010,55.13,35.29,18
60133,0.00,0.00,14.70,1.49,2520,19.00,19.00,0.6875,26.50,19.89,13.00,12.00,6.00,0.070,64.36,63.14,19
60196,0.00,0.00,14.70,1.54,2683,20.00,19.00,0.6875,25.50,21.18,14.00,13.00,6.00,0.150,70.14,100.00,20
60274,0.00,0.00,14.70,1.66,2797,19.00,19.00,0.6875,25.00,22.67,14.00,13.00,6.50,0.180,77.55,100.00,20
60336,0.00,0.00,14.70,1.66,2880,19.00,19.00,0.6875,23.50,25.19,15.00,14.00,7.00,0.210,80.62,100.00,21
60399,0.00,0.00,14.70,1.81,2932,19.00,19.00,0.6875,22.50,26.89,16.00,15.00,6.50,0.250,88.16,100.00,22
60477,0.00,0.00,14.70,1.87,3032,19.00,19.00,0.6875,21.00,28.46,18.00,16.00,6.50,0.300,92.32,100.00,23
60540,0.00,0.00,14.70,1.84,3113,17.00,17.00,0.6875,20.50,30.55,18.00,17.00,6.00,0.350,100.55,100.00,24
60602,0.00,0.00,14.70,2.07,3206,12.00,13.00,0.6875,19.50,32.15,19.00,18.00,5.50,0.410,107.28,100.00,25
60680,0.00,0.00,14.70,2.08,3259,9.00,9.00,0.6875,19.00,34.76,19.00,18.00,5.50,0.470,111.44,100.00,26
60743,0.00,0.00,14.70,2.11,3380,8.00,9.00,0.6875,18.50,36.05,19.00,18.00,5.50,0.530,118.39,100.00,27
60805,0.00,0.00,14.70,2.11,3482,8.00,8.00,0.6875,18.00,37.88,19.00,18.00,5.00,0.560,125.17,100.00,28
60883,0.00,0.00,14.70,2.22,3579,7.00,8.00,0.6875,18.00,40.46,18.00,18.00,5.00,0.590,130.20,100.00,29
60946,0.00,0.00,14.70,2.24,3654,6.00,6.00,0.6875,17.50,42.09,16.00,15.00,5.00,0.610,139.22,100.00,30
61008,0.00,0.00,14.70,2.17,3706,4.00,5.00,0.6875,17.00,43.49,12.00,11.00,5.00,0.640,137.40,100.00,32
61071,0.00,0.00,14.70,2.16,3758,3.00,4.00,0.6875,17.00,44.09,9.00,9.00,5.00,0.660,134.38,100.00,33
61133,0.00,0.00,14.70,2.20,3816,3.00,4.00,0.6875,17.50,44.77,9.00,8.00,5.00,0.670,142.31,100.00,34
61212,0.00,0.00,14.70,2.24,3932,4.00,4.00,0.6875,17.50,46.14,9.00,8.00,5.00,0.680,146.47,100.00,35
61274,0.00,0.00,14.70,2.20,4026,4.00,4.00,0.6875,18.00,47.24,9.00,9.00,5.00,0.680,146.78,100.00,36
61336,0.00,0.00,14.70,2.30,4134,4.00,4.00,0.6875,18.00,48.51,9.00,9.00,5.00,0.680,156.81,100.00,38
61415,0.00,0.00,14.70,2.37,4211,4.00,4.00,0.6875,17.50,51.20,9.00,9.00,5.00,0.690,164.24,100.00,39
61477,0.00,0.00,14.70,2.39,4332,4.00,3.00,0.6875,17.00,54.52,9.00,9.00,4.50,0.700,170.42,100.00,40
61540,0.00,0.00,14.70,2.34,4426,4.00,4.00,0.6875,16.50,56.65,8.00,8.00,4.00,0.710,171.41,100.00,41
61602,0.00,0.00,14.70,2.40,4512,4.00,4.00,0.6875,16.50,58.72,6.00,6.00,4.00,0.740,180.30,100.00,43
61680,0.00,0.00,14.70,2.50,4609,4.00,4.00,0.6875,15.50,61.94,5.00,5.00,4.00,0.750,189.30,100.00,44
61743,0.00,0.00,14.70,2.43,4682,5.00,4.00,0.6875,15.50,62.93,5.00,5.00,3.50,0.780,193.02,100.00,45
61821,0.00,0.00,14.70,2.50,4779,5.00,4.00,0.6875,15.50,64.23,5.00,4.00,3.50,0.790,198.64,100.00,46
61883,0.00,0.00,14.70,2.47,4931,6.00,5.00,0.6875,16.00,67.32,5.00,4.00,3.50,0.800,202.78,100.00,48
61946,0.00,0.00,14.70,2.51,4997,7.00,5.00,0.6875,16.50,68.23,5.00,5.00,3.50,0.810,207.33,100.00,49
62008,0.00,0.00,14.70,2.49,5116,8.00,5.00,0.6875,17.00,69.85,5.00,6.00,3.50,0.830,214.71,100.00,50
62080,0.00,0.00,14.70,2.57,5258,9.00,6.00,0.6875,17.00,74.03,6.00,7.00,3.50,0.840,222.51,100.00,51
62143,0.00,0.00,14.70,2.51,5344,9.00,7.00,0.6875,17.00,75.25,6.00,7.00,4.00,0.840,224.07,100.00,53
62221,0.00,0.00,14.70,2.50,5444,10.00,8.00,0.6875,18.00,76.65,7.00,9.00,4.00,0.850,228.83,100.00,54
62283,0.00,0.00,14.70,2.49,5549,12.00,8.00,0.6875,18.00,79.32,8.00,10.00,4.00,0.840,232.06,100.00,55
62346,0.00,0.00,14.70,2.37,5644,14.00,10.00,0.6875,18.50,79.46,9.00,10.00,4.00,0.840,238.10,100.00,57
62408,0.00,0.00,14.70,2.43,5787,15.00,11.00,0.6875,19.00,81.48,9.00,10.00,4.00,0.830,236.89,100.00,58
62486,0.00,0.00,14.70,2.46,5835,17.00,13.00,0.6875,19.50,80.92,9.00,9.00,3.50,0.820,241.71,100.00,59
62549,0.00,0.00,14.70,2.49,5952,20.00,15.00,0.6875,19.00,83.80,10.00,10.00,3.50,0.800,243.32,100.00,60
62611,0.00,0.00,14.70,2.39,6014,23.00,17.00,0.6875,20.00,82.12,10.00,10.00,3.50,0.780,238.05,100.00,62
62689,0.00,0.00,14.70,2.36,6124,26.00,20.00,0.6875,20.00,82.30,9.00,9.00,3.50,0.760,239.26,84.31,63
62752,0.00,0.00,14.70,2.26,6203,29.00,22.00,0.6875,20.00,82.05,10.00,10.00,3.50,0.730,242.87,78.82,64
62815,0.00,0.00,14.70,2.31,6277,30.00,25.00,0.6875,20.50,83.02,9.00,10.00,3.50,0.720,250.21,75.29,65
62877,0.00,0.00,14.70,2.27,6348,30.00,26.00,0.6875,20.00,67.71,9.00,10.00,3.50,0.680,242.04,36.47,66
62955,0.00,0.00,14.70,1.73,6265,30.00,28.00,0.6875,21.00,68.16,10.00,10.00,3.50,0.270,187.30,27.84,67
63018,0.00,0.00,14.70,1.01,6218,30.00,29.00,0.6875,26.00,0.00,10.00,10.00,3.00,0.050,114.59,26.27,68
63080,0.00,0.00,14.70,0.87,6080,30.00,29.00,0.6875,31.50,0.00,10.00,9.00,1.00,-0.110,91.24,25.88,69
63158,0.00,0.00,14.70,0.82,5914,29.00,29.00,0.6875,25.00,0.00,6.00,5.00,0.50,-0.230,80.31,25.10,69
63221,0.00,0.00,14.70,0.75,5596,30.00,30.00,0.6875,23.00,0.00,3.00,2.00,0.00,-0.320,70.00,23.53,70
63283,0.00,0.00,14.70,0.63,5192,29.00,30.00,0.6875,26.00,0.00,3.00,3.00,0.00,-0.390,56.07,21.96,70
63346,0.00,0.00,14.70,0.60,4848,29.00,30.00,0.6875,25.50,0.00,6.00,6.00,0.00,-0.450,47.79,20.00,71
63424,0.00,0.00,14.70,0.55,4523,29.00,30.00,0.6875,23.00,0.00,10.00,9.00,0.00,-0.510,40.95,18.82,71
63486,0.00,0.00,14.70,0.44,4154,30.00,29.00,0.6875,23.00,0.00,14.00,13.00,0.00,-0.560,30.80,17.25,71
63564,0.00,0.00,14.70,0.37,3886,30.00,25.00,0.6875,25.50,0.00,16.00,16.00,0.00,-0.600,24.84,14.51,71
63627,0.00,0.00,14.70,0.31,3778,27.00,22.00,0.6875,27.00,0.00,16.00,16.00,0.00,-0.620,19.99,14.12,71
63690,0.00,0.00,14.70,0.29,3796,25.00,22.00,0.6875,27.50,0.00,16.00,15.00,0.00,-0.650,18.73,14.12,71
63752,0.00,0.00,14.70,0.28,3784,23.00,21.00,0.6875,28.50,0.00,16.00,15.00,0.00,-0.660,17.79,13.73,71
63815,0.00,0.00,14.70,0.28,3744,20.00,20.00,0.6875,30.00,0.00,16.00,15.00,0.00,-0.670,17.37,13.73,70
63882,0.00,0.00,14.70,0.26,3727,19.00,19.00,0.6875,30.50,0.00,16.00,15.00,0.00,-0.680,16.67,13.33,70
63960,0.00,0.00,14.70,0.28,3707,18.00,19.00,0.6875,30.50,0.00,16.00,15.00,0.00,-0.690,16.81,13.33,70
64022,0.00,0.00,14.70,0.27,3698,18.00,18.00,0.6875,30.50,0.00,16.00,16.00,0.00,-0.700,16.60,12.94,69
64085,0.00,0.00,14.70,0.27,3670,17.00,18.00,0.6875,30.50,0.00,16.00,16.00,0.00,-0.700,16.06,12.94,68
64152,0.00,0.00,14.70,0.27,3636,17.00,17.00,0.6875,30.50,0.00,16.00,16.00,0.00,-0.710,16.00,12.55,68
64230,0.00,0.00,14.70,0.26,3598,16.00,17.00,0.6875,30.50,0.00,16.00,16.00,0.00,-0.710,15.54,12.55,67
64293,0.00,0.00,14.70,0.25,3550,16.00,17.00,0.6875,30.50,0.00,16.00,16.00,0.00,-0.710,14.64,12.55,66
64355,0.00,0.00,14.70,0.26,3500,16.00,16.00,0.6875,30.50,0.00,16.00,15.00,0.00,-0.720,15.22,12.55,66
64418,0.00,0.00,14.70,0.25,3448,16.00,16.00,0.6875,30.50,0.00,16.00,15.00,0.00,-0.720,14.57,12.16,65
64496,0.00,0.00,14.70,0.25,3369,16.00,16.00,0.6875,30.50,0.00,16.00,15.00,0.00,-0.710,14.25,11.76,65
64558,0.00,0.00,14.70,0.25,3250,16.00,16.00,0.6875,30.50,0.00,16.00,15.00,0.00,-0.710,13.35,11.76,64
64621,0.00,0.00,14.70,0.26,3106,15.00,16.00,0.6875,30.00,0.00,16.00,15.00,0.00,-0.710,13.35,11.76,63
64699,0.00,0.00,14.70,0.27,2949,15.00,16.00,0.6875,28.00,0.00,15.00,16.00,0.00,-0.710,13.23,11.37,63
64762,0.00,0.00,14.70,0.29,2749,15.00,16.00,0.6875,26.00,0.00,15.00,16.00,0.00,-0.700,13.11,11.37,62
64824,0.00,0.00,14.70,0.28,2591,15.00,16.00,0.6875,24.00,0.00,15.00,16.00,0.00,-0.700,12.52,11.37,61
64887,0.00,0.00,14.70,0.29,2478,15.00,16.00,0.6875,22.00,0.00,15.00,16.00,0.00,-0.700,12.06,10.59,61
64965,0.00,0.00,14.70,0.31,2334,15.00,16.00,0.6875,20.50,0.00,15.00,16.00,0.00,-0.700,11.56,10.59,61
65034,0.00,0.00,14.70,0.31,2224,15.00,16.00,0.6875,19.50,0.00,15.00,15.00,0.00,-0.700,11.51,10.59,60
65097,0.00,0.00,14.70,0.30,2085,15.00,15.00,0.6875,18.50,0.00,14.00,13.00,0.00,-0.700,10.59,10.20,59
65159,0.00,0.00,14.70,0.32,1986,14.00,15.00,0.6875,17.50,0.00,14.00,12.00,0.00,-0.690,10.48,9.80,59
65222,0.00,0.00,14.70,0.32,1918,15.00,15.00,0.6875,17.50,0.00,13.00,11.00,0.00,-0.680,10.12,9.80,58
65300,0.00,0.00,14.70,0.32,1856,15.00,15.00,0.6875,17.50,0.00,12.00,11.00,0.00,-0.670,9.86,9.41,58
65363,0.00,0.00,14.70,0.31,1800,15.00,15.00,0.6875,17.50,0.00,12.00,10.00,0.00,-0.670,9.30,9.02,57
65425,0.00,0.00,14.70,0.32,1746,15.00,15.00,0.6875,17.50,0.00,11.00,10.00,0.00,-0.670,9.15,9.02,56
65503,0.00,0.00,14.70,0.32,1691,15.00,15.00,0.6875,17.50,0.00,11.00,10.00,0.00,-0.670,8.81,9.02,55
65566,0.00,0.00,14.70,0.33,1636,15.00,16.00,0.6875,17.50,0.00,11.00,10.00,0.00,-0.670,8.86,8.63,55
65628,0.00,0.00,14.70,0.32,1577,15.00,16.00,0.6875,17.50,0.00,10.00,10.00,0.00,-0.680,8.30,8.24,54
65691,0.00,0.00,14.70,0.31,1503,15.00,16.00,0.6875,17.50,0.00,10.00,10.00,0.00,-0.680,7.79,7.84,54
65769,0.00,0.00,14.70,0.31,1452,15.00,15.00,0.6875,17.50,0.00,10.00,10.00,0.00,-0.690,7.48,7.45,53
65831,0.00,0.00,14.70,0.31,1368,15.00,15.00,0.6875,17.50,0.00,9.00,10.00,0.00,-0.690,7.05,7.45,52
65894,0.00,0.00,14.70,0.31,1298,14.00,12.00,0.6875,17.50,0.00,9.00,9.00,0.00,-0.680,6.50,7.06,51
65972,0.00,0.00,14.70,0.32,1203,12.00,9.00,0.6875,17.50,0.00,7.00,9.00,0.00,-0.680,6.22,6.67,50
